question,answer_text,answer_start,is_impossible,id,processed_question,processed_answer_text
What is the global coverage of influenza and pneumonia vaccines?," By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. However, inequities are still apparent among regions: in the Americas coverage is estimated at 90%, while in the Western Pacific it is only 25%. By 2015, pneumococcal conjugate vaccination had been introduced into 54 countries, with global coverage of 35% for three doses of pneumococcal conjugate vaccination for infant populations",18325.0,False,540.0,global coverage influenza pneumonia vaccines,end 2015 haemophilus influenzae type b conjugate vaccination introduced 73 countries global coverage estimated 68 however inequities still apparent among regions americas coverage estimated 90 western pacific 25 2015 pneumococcal conjugate vaccination introduced 54 countries global coverage 35 three doses pneumococcal conjugate vaccination infant populations
Is influenza vaccination during pregnancy safe? How long does it protect the child?,"Influenza vaccination during pregnancy is safe, provides reasonable maternal protection against influenza, and also protects infants for a limited period from confirmed influenza infection (vaccine efficacy 63% in Bangladesh [63] and 50.4% in South Africa [64] ). However as antibody levels drop sharply after birth, infant protection does not persist much beyond 8 weeks",19437.0,False,541.0,influenza vaccination pregnancy safe long protect child,influenza vaccination pregnancy safe provides reasonable maternal protection influenza also protects infants limited period confirmed influenza infection vaccine efficacy 63 bangladesh 63 50 4 south africa 64 however antibody levels drop sharply birth infant protection persist much beyond 8 weeks
What is emphyema?,a rare complication of pneumonia,8998.0,False,923.0,emphyema,rare complication pneumonia
How is the term end point consolidation described  with regard to pneumonia diagnosis?,"as a dense or fluffy opacity that occupies a portion or whole of a lobe, or the entire lung.",5539.0,False,4573.0,term end point consolidation described regard pneumonia diagnosis,dense fluffy opacity occupies portion whole lobe entire lung
What factors make H5N1 a worldwide threat to public health?,rapid spread and high pathogenicity,1731.0,False,5217.0,factors make h5n1 worldwide threat public health,rapid spread high pathogenicity
What are the symptoms of H5N1 infection in humans?,"fever, encephalitis, pneumonia, and severe acute respiratory syndrome (SARS)",1837.0,False,5218.0,symptoms h5n1 infection humans,fever encephalitis pneumonia severe acute respiratory syndrome sars
Name some medications used to treat influenza.,zanamivir (Relenza) and oseltamivir (Tamiflu),2356.0,False,5219.0,name medications used treat influenza,zanamivir relenza oseltamivir tamiflu
Why have antiretrovirals medications had limited benefit in treating influenza?,drug-resistance and frequent antigenic mutation,2472.0,False,5220.0,antiretrovirals medications limited benefit treating influenza,drug resistance frequent antigenic mutation
What is the focus of the current study?,effect of EAP against H5N1 influenza infection,4447.0,False,5221.0,focus current study,effect eap h5n1 influenza infection
What is the result of the current study?,the anti-H5N1 effects of EAP offer an alternative strategy for developing antiinfluenza agents,4621.0,False,5222.0,result current study,anti h5n1 effects eap offer alternative strategy developing antiinfluenza agents
How do the polysaccharides in plants effect the immune response?,"enhance the secretion of cytokines and chemokines, such as TNF-, IL-6, IL-8, and IL-12",14834.0,False,5223.0,polysaccharides plants effect immune response,enhance secretion cytokines chemokines tnf il 6 il 8 il 12
What does this study demonstrate?,EAP leaf extract is a prophylactic and immune enhancement agent against H5N1 influenza virus infection,21976.0,False,5224.0,study demonstrate,eap leaf extract prophylactic immune enhancement agent h5n1 influenza virus infection
"In this study, how did treatment of EAP after infection affect survival?",did not provide a survival advantage,19815.0,False,5225.0,study treatment eap infection affect survival,provide survival advantage
What viruses have been responsible for most common childhood acute respiratory track infections (ARTI)?,"The most frequently reported viruses include respiratory syncytial virus (RSV), influenza viruses A and B (IAV, IBV), parainfluenza viruses (PIVs), human rhinovirus (HRV) and adenovirus (ADV), ",2534.0,False,550.0,viruses responsible common childhood acute respiratory track infections arti,frequently reported viruses include respiratory syncytial virus rsv influenza viruses b iav ibv parainfluenza viruses pivs human rhinovirus hrv adenovirus adv
Are there any vaccines against to protect against respiratory viral infections?,"Currently, there are no approved vaccines or medications available for most of the respiratory viruses",3172.0,False,553.0,vaccines protect respiratory viral infections,currently approved vaccines medications available respiratory viruses
Which type of bacteria are implicated in carrying genes of drug resistance?,Gammaproteobacteria,507.0,False,544.0,type bacteria implicated carrying genes drug resistance,gammaproteobacteria
What may be a likely cause of sink-to-sink spreading of pathogens in the hospital setting?,via a common sanitary pipe,19969.0,False,545.0,may likely cause sink sink spreading pathogens hospital setting,via common sanitary pipe
What types of acute respiratory infections can be screened and diagnosed with multiplex PCR?,"influenza and parainfluenza viruses, RSV, adenovirus, rhinovirus, human metapneumovirus, enterovirus, bocavirus and coronavirus",2525.0,False,327.0,types acute respiratory infections screened diagnosed multiplex pcr,influenza parainfluenza viruses rsv adenovirus rhinovirus human metapneumovirus enterovirus bocavirus coronavirus
What is the role of antibodies during infection?,Antibodies against foreign antigens are a critical component of the overall immune response and can facilitate pathogen clearance during a primary infection and also protect against subsequent infections.,283.0,False,465.0,role antibodies infection,antibodies foreign antigens critical component overall immune response facilitate pathogen clearance primary infection also protect subsequent infections
How can antibodies also create health problems?,"Dysregulation of the antibody response can lead to an autoimmune disease, malignancy, or enhanced infection. ",488.0,False,467.0,antibodies also create health problems,dysregulation antibody response lead autoimmune disease malignancy enhanced infection
Which technology  invention produced antibodies that are clones of a unique parent cell?, in the 1970s with the development of hybridoma technology to produce monoclonal antibodies ,2257.0,False,474.0,technology invention produced antibodies clones unique parent cell,1970s development hybridoma technology produce monoclonal antibodies
What mechanism is responsible for the creation of diversified repertoire for antibodies?,somatic rearrangement during B cell differentiation was responsible for antibody diversification ,2372.0,False,476.0,mechanism responsible creation diversified repertoire antibodies,somatic rearrangement b cell differentiation responsible antibody diversification
What  developments have been made possible by the study of B-cell repertoire?,(1) vaccine candidates that elicit protective antibodies; (2) antibodies that prevent disease when given prophylactically; and (3) antibodies that can be given as therapy after the onset of disease.,2996.0,False,478.0,developments made possible study b cell repertoire,1 vaccine candidates elicit protective antibodies 2 antibodies prevent disease given prophylactically 3 antibodies given therapy onset disease
What motivates the study of the rare B-cells that produce Broadly Neutralizing Antibodies (bnAb)?,discovery of broadly neutralizing antibodies (bnAbs) that protect against infection across diverse viral isolates has intensified efforts to understand the developmental pathway of the rare B cells that produce these antibodies,3589.0,False,485.0,motivates study rare b cells produce broadly neutralizing antibodies bnab,discovery broadly neutralizing antibodies bnabs protect infection across diverse viral isolates intensified efforts understand developmental pathway rare b cells produce antibodies
